"point_4326";"point_4326";"posicao"
"POINT(-43.4960584 -22.8822656)";"POINT(-4841959.07260249 -2617786.84930272)";171
"POINT(-43.4954647 -22.882629)";"POINT(-4841892.98222081 -2617830.75823817)";172
"POINT(-43.4949583 -22.8829453)";"POINT(-4841836.61003067 -2617868.97626528)";173
"POINT(-43.4947932 -22.8830361)";"POINT(-4841818.23118274 -2617879.94750165)";174
"POINT(-43.494534 -22.8832008)";"POINT(-4841789.37717072 -2617899.84798988)";175
"POINT(-43.4943874 -22.8832859)";"POINT(-4841773.05773337 -2617910.1305224)";176
"POINT(-43.4940371 -22.8834064)";"POINT(-4841734.06251575 -2617924.69040615)";177
"POINT(-43.4938619 -22.8834348)";"POINT(-4841714.55934096 -2617928.1219491)";178
"POINT(-43.4936107 -22.8834672)";"POINT(-4841686.59588488 -2617932.03680883)";179
"POINT(-43.4925464 -22.8834277)";"POINT(-4841568.11855082 -2617927.2640633)";180
"POINT(-43.4921195 -22.883425)";"POINT(-4841520.5962602 -2617926.93782504)";181
"POINT(-43.4919336 -22.8834372)";"POINT(-4841499.90196687 -2617928.41193868)";182
"POINT(-43.4918397 -22.8834224)";"POINT(-4841489.44906668 -2617926.6236697)";183
"POINT(-43.4916412 -22.8833977)";"POINT(-4841467.35214776 -2617923.6391942)";184
"POINT(-43.4915795 -22.8833878)";"POINT(-4841460.48373517 -2617922.44298757)";185
"POINT(-43.4907668 -22.883289)";"POINT(-4841370.01438501 -2617910.50509186)";186
"POINT(-43.4905254 -22.8832717)";"POINT(-4841343.14185993 -2617908.41475272)";187
"POINT(-43.4903618 -22.8832519)";"POINT(-4841324.92999124 -2617906.02234177)";188
"POINT(-43.4898857 -22.8831114)";"POINT(-4841271.93078167 -2617889.04590038)";189
"POINT(-43.489652 -22.8830619)";"POINT(-4841245.91541667 -2617883.06488073)";190
"POINT(-43.4890274 -22.8829295)";"POINT(-4841176.38526272 -2617867.06717423)";191
"POINT(-43.4888591 -22.8829003)";"POINT(-4841157.65019242 -2617863.53898125)";192
"POINT(-43.4886693 -22.8828674)";"POINT(-4841136.52175307 -2617859.56372362)";193
"POINT(-43.4864177 -22.8824783)";"POINT(-4840885.8747876 -2617812.54942761)";194
"POINT(-43.4861937 -22.882433)";"POINT(-4840860.93922166 -2617807.07591386)";195
"POINT(-43.4860662 -22.8824155)";"POINT(-4840846.74598659 -2617804.96142228)";196
"POINT(-43.4854053 -22.8823206)";"POINT(-4840773.17493512 -2617793.49484126)";197
"POINT(-43.4853413 -22.8823169)";"POINT(-4840766.05048771 -2617793.04777768)";198
"POINT(-43.4841779 -22.8822495)";"POINT(-4840636.54139212 -2617784.90397286)";199
"POINT(-43.4835155 -22.8822195)";"POINT(-4840562.80336142 -2617781.27913521)";200
"POINT(-43.4831715 -22.8822283)";"POINT(-4840524.50945659 -2617782.34242084)";201
"POINT(-43.4830724 -22.8822169)";"POINT(-4840513.47769505 -2617780.96498266)";202
"POINT(-43.4828051 -22.8821957)";"POINT(-4840483.72199516 -2617778.40343126)";203
"POINT(-43.4825008 -22.8820816)";"POINT(-4840449.84747411 -2617764.61697516)";204
"POINT(-43.4823044 -22.8819397)";"POINT(-4840427.98432612 -2617747.47152139)";205
"POINT(-43.4821734 -22.8818109)";"POINT(-4840413.40147282 -2617731.9089263)";206
"POINT(-43.482115 -22.8817506)";"POINT(-4840406.90041456 -2617724.623027)";207
"POINT(-43.481809 -22.8814982)";"POINT(-4840372.83665038 -2617694.1261967)";208
"POINT(-43.4815172 -22.8812768)";"POINT(-4840340.35362297 -2617667.37506181)";209
"POINT(-43.4810279 -22.8810791)";"POINT(-4840285.88499612 -2617643.48756767)";210
"POINT(-43.4808067 -22.8810007)";"POINT(-4840261.26112476 -2617634.01474199)";211
"POINT(-43.4805816 -22.880921)";"POINT(-4840236.20310738 -2617624.384847)";212
"POINT(-43.4801755 -22.8808164)";"POINT(-4840190.99626217 -2617611.74637358)";213
"POINT(-43.4797278 -22.8806795)";"POINT(-4840141.15852614 -2617595.20521227)";214
"POINT(-43.4794411 -22.8805898)";"POINT(-4840109.24322813 -2617584.36707544)";215
"POINT(-43.4790412 -22.8803942)";"POINT(-4840064.72656376 -2617560.73343737)";216
"POINT(-43.4784838 -22.8801219)";"POINT(-4840002.67707959 -2617527.83247336)";217
"POINT(-43.4777766 -22.8798225)";"POINT(-4839923.9519357 -2617491.65719652)";218
"POINT(-43.4775003 -22.8797111)";"POINT(-4839893.1943604 -2617478.19721074)";219
"POINT(-43.4771719 -22.8795496)";"POINT(-4839856.63703962 -2617458.68387574)";220
"POINT(-43.4770854 -22.879507)";"POINT(-4839847.00790367 -2617453.53670889)";221
"POINT(-43.4764875 -22.8792129)";"POINT(-4839780.44998012 -2617418.0019696)";222
"POINT(-43.476253 -22.8790983)";"POINT(-4839754.34555953 -2617404.15540383)";223
"POINT(-43.4761568 -22.8790631)";"POINT(-4839743.63662452 -2617399.9023598)";224
"POINT(-43.4754919 -22.8787621)";"POINT(-4839669.62029509 -2617363.53404533)";225
"POINT(-43.4752315 -22.8786109)";"POINT(-4839640.63269969 -2617345.26534105)";226
"POINT(-43.4751768 -22.8785792)";"POINT(-4839634.54352354 -2617341.43519861)";227
"POINT(-43.4748653 -22.8783984)";"POINT(-4839599.86750216 -2617319.59011312)";228
"POINT(-43.4744362 -22.8781849)";"POINT(-4839552.10030866 -2617293.79410107)";229
"POINT(-43.4743393 -22.8781292)";"POINT(-4839541.31345 -2617287.06418797)";230
"POINT(-43.4738439 -22.8778448)";"POINT(-4839486.16577426 -2617252.70180216)";231
"POINT(-43.4737919 -22.8778081)";"POINT(-4839480.37716074 -2617248.26756142)";232
"POINT(-43.4734432 -22.8775759)";"POINT(-4839441.5600543 -2617220.21225675)";233
"POINT(-43.4732953 -22.8774652)";"POINT(-4839425.09590162 -2617206.83707024)";234
"POINT(-43.4732121 -22.8773999)";"POINT(-4839415.83411998 -2617198.94728603)";235
"POINT(-43.4730285 -22.8771806)";"POINT(-4839395.39586147 -2617172.45068779)";236
"POINT(-43.4729084 -22.8769117)";"POINT(-4839382.02639063 -2617139.9613013)";237
"POINT(-43.4727367 -22.8766428)";"POINT(-4839362.91283406 -2617107.47197914)";238
"POINT(-43.4725994 -22.8764847)";"POINT(-4839347.62866797 -2617088.36988261)";239
"POINT(-43.4725039 -22.8764352)";"POINT(-4839336.9976566 -2617082.38915487)";240
"POINT(-43.4723247 -22.8763423)";"POINT(-4839317.04920385 -2617071.16472425)";241
"POINT(-43.4720415 -22.8761921)";"POINT(-4839285.52352406 -2617053.01716806)";242
"POINT(-43.4716982 -22.876026)";"POINT(-4839247.30754287 -2617032.94855573)";243
"POINT(-43.4712175 -22.8758837)";"POINT(-4839193.79626364 -2617015.75553771)";244
"POINT(-43.4709568 -22.8758331)";"POINT(-4839164.77527239 -2617009.641932)";245
"POINT(-43.4707283 -22.8757888)";"POINT(-4839139.33876875 -2617004.28950831)";246
"POINT(-43.4704536 -22.8757255)";"POINT(-4839108.75930463 -2616996.64146575)";247
"POINT(-43.4703621 -22.8757181)";"POINT(-4839098.57357122 -2616995.74738202)";248
"POINT(-43.4703129 -22.8757141)";"POINT(-4839093.09665227 -2616995.26409354)";249
"POINT(-43.4698842 -22.8756796)";"POINT(-4839045.37398657 -2616991.09573096)";250
"POINT(-43.469767 -22.8756701)";"POINT(-4839032.32734225 -2616989.94792116)";251
"POINT(-43.4697226 -22.8756687)";"POINT(-4839027.38475686 -2616989.77877025)";252
"POINT(-43.4696441 -22.8756663)";"POINT(-4839018.64617683 -2616989.48879726)";253
"POINT(-43.4696067 -22.8756651)";"POINT(-4839014.48282787 -2616989.34381077)";254
"POINT(-43.4688534 -22.8756417)";"POINT(-4838930.62585546 -2616986.51657445)";255
"POINT(-43.4684967 -22.8756306)";"POINT(-4838890.91819309 -2616985.1754497)";256
"POINT(-43.4674079 -22.8756028)";"POINT(-4838769.71353152 -2616981.8165972)";257
"POINT(-43.466554 -22.875581)";"POINT(-4838674.65781833 -2616979.18267738)";258
"POINT(-43.4665006 -22.8755797)";"POINT(-4838668.71335752 -2616979.02560878)";259
"POINT(-43.4655739 -22.875556)";"POINT(-4838565.5535854 -2616976.16212764)";260
